id,device_id,manufacturer,event_type,longitude,latitude,iot_signal_1,iot_signal_3,iot_signal_4,cell_tower_failure
344,0x100000000000b,TelecomWorld,device error,-83.36467,52.54919,3,52,106,0
345,0x100000000000f,NewComm,battery 10%,-83.5226,51.924877,5,53,104,0
346,0x100000000000f,NewComm,system malfunction,-83.49114,51.848595,8,54,102,1
347,0x1000000000008,TelecomWorld,battery 10%,-83.58248,52.46534,8,53,101,0
348,0x1000000000005,TelecomWorld,battery 10%,-83.54485,51.690834,8,53,106,0
349,0x1000000000021,NewComm,device error,-83.06642,51.905315,5,52,105,0
350,0x1000000000006,NewComm,battery 10%,-83.43246,51.733692,7,51,104,0
351,0x1000000000007,MyCellular,battery 10%,-83.337906,51.9499,7,55,101,0
352,0x1000000000012,NewComm,system malfunction,-83.24719,51.71938,7,51,102,1
353,0x100000000000c,NewComm,battery 10%,-83.18476,51.681286,5,51,107,1
354,0x1000000000013,MyCellular,system malfunction,-83.47499,51.917553,2,52,102,1
355,0x1000000000020,TelecomWorld,device error,-82.943184,51.70694,9,50,106,0
356,0x1000000000001,MyCellular,device error,-83.26561,51.894016,7,51,105,0
357,0x1000000000020,TelecomWorld,battery 5%,-83.53954,51.702408,6,52,101,0
358,0x100000000000e,TelecomWorld,battery 5%,-82.75848,51.68632,5,51,107,0
359,0x1000000000010,MyCellular,battery 10%,-83.161545,51.61914,6,55,104,1
360,0x100000000000e,TelecomWorld,device error,-83.59319,52.15924,4,51,101,0
361,0x1000000000027,NewComm,system malfunction,-83.50703,52.133163,4,53,103,0
362,0x100000000001e,NewComm,device error,-83.60479,51.680817,4,51,102,0
363,0x1000000000027,NewComm,battery 5%,-83.60424,51.700397,8,52,104,0
364,0x1000000000000,NewComm,system malfunction,-83.4179,51.623978,3,51,101,1
365,0x1000000000004,MyCellular,battery 5%,-83.39989,52.209938,5,53,100,0
366,0x1000000000019,MyCellular,battery 10%,-83.04485,51.702217,8,50,105,0
367,0x1000000000003,NewComm,device error,-83.46639,51.73763,8,55,107,1
368,0x1000000000022,MyCellular,battery 10%,-83.595535,51.79398,2,54,104,0
369,0x1000000000002,TelecomWorld,battery 10%,-82.97656,51.675934,8,52,105,0
370,0x1000000000003,NewComm,device error,-83.20573,52.052395,1,53,102,1
371,0x1000000000003,NewComm,battery 5%,-83.623955,51.885483,2,53,105,0
372,0x1000000000001,MyCellular,battery 5%,-83.25607,51.810062,9,53,107,0
373,0x1000000000022,MyCellular,battery 5%,-83.28827,51.803852,5,50,101,0
374,0x1000000000022,MyCellular,system malfunction,-82.93347,51.93596,7,53,103,0
375,0x1000000000021,NewComm,device error,-83.20204,51.598392,8,52,102,0
376,0x100000000001c,MyCellular,battery 10%,-82.89404,51.714466,4,53,105,0
377,0x100000000001f,MyCellular,battery 10%,-83.62836,51.938034,3,53,101,0
378,0x100000000001a,TelecomWorld,battery 5%,-83.42358,51.944984,10,52,105,0
379,0x1000000000015,NewComm,battery 5%,-83.625465,51.60738,4,55,106,0
380,0x1000000000006,NewComm,device error,-83.57008,51.76115,8,50,102,0
381,0x1000000000013,MyCellular,battery 10%,-83.470085,52.15341,9,52,101,0
382,0x100000000001c,MyCellular,system malfunction,-83.602745,51.734512,3,53,102,0
383,0x1000000000013,MyCellular,system malfunction,-83.30434,51.755146,7,51,107,0
384,0x1000000000018,NewComm,battery 5%,-83.62811,51.636433,2,51,106,1
385,0x1000000000007,MyCellular,battery 10%,-83.45219,51.788,9,53,106,0
386,0x100000000001e,NewComm,battery 10%,-83.48065,52.245323,9,51,105,0
387,0x1000000000012,NewComm,system malfunction,-83.521675,52.453926,2,51,106,0
388,0x1000000000017,TelecomWorld,system malfunction,-82.97831,51.756706,7,51,101,0
389,0x100000000000a,MyCellular,battery 5%,-83.228966,51.69211,4,50,100,0
390,0x1000000000023,TelecomWorld,battery 5%,-83.505356,52.05422,1,53,105,0
391,0x1000000000014,TelecomWorld,system malfunction,-83.533905,51.877785,8,51,104,1
392,0x100000000000e,TelecomWorld,battery 5%,-83.4582,51.773724,7,53,105,0
393,0x1000000000003,NewComm,device error,-83.59441,51.97417,8,54,101,0
394,0x1000000000023,TelecomWorld,device error,-83.023766,51.910797,2,52,103,0
395,0x100000000001d,TelecomWorld,system malfunction,-83.2828,51.729546,3,50,102,0
396,0x100000000001d,TelecomWorld,system malfunction,-83.29896,52.301277,3,50,106,0
397,0x100000000000a,MyCellular,battery 10%,-83.46534,52.084587,1,52,101,0
398,0x1000000000021,NewComm,system malfunction,-82.95837,51.795887,2,54,106,0
399,0x100000000000e,TelecomWorld,battery 10%,-83.34699,51.85219,7,50,101,1
400,0x1000000000006,NewComm,battery 5%,-83.19692,52.133995,9,53,101,0
401,0x1000000000008,TelecomWorld,battery 10%,-83.59937,51.622063,7,53,103,0
402,0x1000000000020,TelecomWorld,battery 5%,-83.40087,51.841644,1,52,101,0
403,0x1000000000001,MyCellular,device error,-83.16553,52.343296,7,54,103,0
404,0x100000000001d,TelecomWorld,system malfunction,-83.629295,51.849854,4,54,104,0
405,0x1000000000018,NewComm,battery 5%,-83.38053,51.925343,7,54,102,1
406,0x1000000000010,MyCellular,system malfunction,-83.052315,51.740906,5,52,101,0
407,0x1000000000009,NewComm,battery 10%,-83.51958,51.81197,8,50,101,0
408,0x100000000001b,NewComm,battery 5%,-83.31705,51.965733,4,50,102,1
409,0x100000000000e,TelecomWorld,system malfunction,-82.922745,52.214615,3,54,107,0
410,0x100000000001e,NewComm,device error,-82.96902,51.618935,5,55,107,1
411,0x1000000000004,MyCellular,system malfunction,-83.39009,52.029285,4,51,101,0
412,0x1000000000017,TelecomWorld,device error,-83.49386,51.611553,8,53,105,0
413,0x1000000000002,TelecomWorld,battery 5%,-83.617935,51.652084,7,53,101,0
414,0x1000000000009,NewComm,device error,-83.27552,51.83921,2,54,102,0
415,0x1000000000005,TelecomWorld,device error,-83.58092,52.26433,5,53,102,0
416,0x1000000000020,TelecomWorld,device error,-83.34735,51.72686,4,54,102,0
417,0x1000000000017,TelecomWorld,system malfunction,-83.457535,51.624027,8,55,103,0
418,0x1000000000001,MyCellular,system malfunction,-83.52293,52.00942,7,51,101,0
419,0x1000000000024,NewComm,battery 5%,-83.40165,51.710484,8,51,104,0
420,0x1000000000019,MyCellular,battery 5%,-83.59726,51.82027,7,54,100,0
421,0x1000000000012,NewComm,device error,-82.9395,51.686417,6,53,106,0
422,0x1000000000010,MyCellular,device error,-83.38845,51.612312,2,51,103,0
423,0x1000000000025,MyCellular,device error,-83.56847,52.25177,7,51,102,0
424,0x1000000000008,TelecomWorld,battery 5%,-83.09654,52.199528,3,54,102,0
425,0x100000000000a,MyCellular,battery 5%,-83.54566,51.61517,4,54,107,0
426,0x1000000000011,TelecomWorld,system malfunction,-83.41603,51.597645,4,55,104,0
427,0x100000000000a,MyCellular,battery 5%,-83.4778,52.278816,5,51,105,0
428,0x100000000000c,NewComm,device error,-83.48309,51.797585,10,52,107,0
429,0x1000000000019,MyCellular,battery 10%,-83.62011,51.753242,2,51,101,0
430,0x1000000000016,MyCellular,battery 5%,-83.29622,51.8235,3,50,100,0
431,0x100000000001d,TelecomWorld,battery 5%,-83.439095,52.07945,3,54,103,0
432,0x1000000000009,NewComm,system malfunction,-83.60946,51.956154,9,51,102,0
433,0x100000000000c,NewComm,device error,-83.319626,52.160786,2,55,104,0
434,0x100000000001b,NewComm,battery 5%,-83.454056,51.761936,4,50,103,0
435,0x100000000001b,NewComm,battery 5%,-83.580765,52.208447,4,50,105,0
436,0x1000000000005,TelecomWorld,battery 10%,-83.41918,51.600056,5,54,105,1
437,0x1000000000001,MyCellular,device error,-83.0374,51.606094,2,52,102,0
438,0x1000000000005,TelecomWorld,battery 5%,-83.58561,52.120277,3,53,102,0
439,0x1000000000015,NewComm,battery 5%,-83.51549,51.59999,8,53,101,0
440,0x1000000000017,TelecomWorld,battery 5%,-82.83223,51.60122,7,51,104,0
441,0x1000000000007,MyCellular,battery 5%,-83.61725,52.422783,8,53,103,0
442,0x1000000000003,NewComm,battery 10%,-83.2999,51.797153,3,54,105,0
443,0x1000000000004,MyCellular,battery 5%,-83.20226,52.468494,7,51,105,0
444,0x1000000000011,TelecomWorld,device error,-83.572685,52.135876,1,52,101,0
445,0x100000000000a,MyCellular,battery 5%,-83.62041,51.97914,5,55,103,0
446,0x1000000000010,MyCellular,battery 5%,-83.26389,51.967667,6,51,102,0
447,0x100000000000a,MyCellular,system malfunction,-83.374535,51.666245,10,51,103,0
448,0x1000000000007,MyCellular,system malfunction,-83.541046,52.011982,8,51,106,0
449,0x1000000000023,TelecomWorld,system malfunction,-83.35091,51.963547,3,53,102,0
450,0x100000000001e,NewComm,battery 10%,-83.383316,52.09133,6,53,101,0
451,0x100000000000c,NewComm,device error,-83.57158,51.69286,1,52,105,0
452,0x1000000000000,NewComm,battery 5%,-83.40328,51.685528,4,53,104,1
453,0x1000000000016,MyCellular,battery 5%,-83.24576,51.61051,9,51,101,1
454,0x1000000000017,TelecomWorld,device error,-83.2885,51.770367,6,50,105,0
455,0x1000000000002,TelecomWorld,battery 5%,-83.23288,51.669727,4,52,100,0
456,0x1000000000026,TelecomWorld,system malfunction,-83.48511,52.155556,4,51,106,0
457,0x1000000000009,NewComm,battery 5%,-83.61217,52.07542,10,54,106,0
458,0x1000000000026,TelecomWorld,battery 5%,-83.484566,52.44982,5,54,103,0
459,0x1000000000010,MyCellular,system malfunction,-83.61615,51.76323,6,53,101,0
460,0x1000000000006,NewComm,system malfunction,-83.441605,51.796623,8,52,105,0
461,0x1000000000023,TelecomWorld,battery 10%,-83.22955,51.70084,4,53,105,0
462,0x100000000001a,TelecomWorld,battery 5%,-83.342125,51.64211,8,54,100,0
463,0x100000000000d,MyCellular,device error,-83.597496,52.00983,6,53,102,0
464,0x1000000000002,TelecomWorld,device error,-83.590004,51.622684,1,54,106,0
465,0x1000000000008,TelecomWorld,device error,-82.998985,51.650684,3,51,106,0
466,0x1000000000005,TelecomWorld,device error,-83.4582,52.057884,1,50,104,0
467,0x100000000000a,MyCellular,device error,-83.49737,51.63913,6,52,107,0
468,0x1000000000004,MyCellular,device error,-83.47287,51.632988,9,53,106,0
469,0x1000000000027,NewComm,battery 10%,-83.12257,51.764343,5,54,105,0
470,0x1000000000007,MyCellular,system malfunction,-83.10525,51.617153,3,51,104,0
471,0x100000000000e,TelecomWorld,device error,-82.985725,52.042484,7,53,104,0
472,0x1000000000006,NewComm,device error,-83.5041,51.599583,8,53,100,0
473,0x1000000000017,TelecomWorld,device error,-83.45975,51.864464,9,53,105,0
474,0x1000000000000,NewComm,battery 5%,-83.362434,52.058014,1,52,102,0
475,0x1000000000021,NewComm,system malfunction,-83.257034,51.816414,5,50,103,0
476,0x1000000000014,TelecomWorld,battery 10%,-83.50467,51.75722,3,54,103,0
477,0x1000000000007,MyCellular,device error,-83.54247,51.760525,4,53,105,0
478,0x100000000001c,MyCellular,system malfunction,-83.42758,51.7808,6,54,107,0
479,0x100000000000f,NewComm,battery 10%,-83.30519,51.63525,6,54,103,0
480,0x1000000000000,NewComm,device error,-82.95379,51.91223,9,54,105,0
481,0x1000000000009,NewComm,battery 5%,-83.59818,52.258793,8,50,100,0
482,0x100000000001c,MyCellular,battery 10%,-83.57173,51.686745,4,53,107,0
483,0x1000000000013,MyCellular,device error,-83.60453,52.13626,6,51,101,0
484,0x1000000000023,TelecomWorld,system malfunction,-83.50139,51.745193,9,50,107,0
485,0x1000000000025,MyCellular,device error,-83.61863,51.880184,4,53,105,0
486,0x100000000000a,MyCellular,battery 5%,-82.879684,52.206646,3,53,104,0
487,0x100000000000a,MyCellular,battery 10%,-83.361534,51.653366,10,54,103,0
488,0x1000000000023,TelecomWorld,battery 5%,-82.91201,51.794014,8,53,105,0
489,0x1000000000022,MyCellular,battery 5%,-83.597824,51.647717,3,55,100,0
490,0x1000000000001,MyCellular,battery 10%,-83.62469,51.794125,2,53,103,0
491,0x100000000001f,MyCellular,system malfunction,-82.937904,52.00331,7,51,105,1
492,0x1000000000023,TelecomWorld,battery 10%,-83.35191,51.62795,5,55,104,0
493,0x1000000000003,NewComm,system malfunction,-82.80157,51.94186,8,55,101,0
494,0x100000000000e,TelecomWorld,battery 5%,-83.61837,52.01132,5,53,104,0
495,0x100000000000e,TelecomWorld,device error,-83.37755,51.687992,3,51,104,0
496,0x100000000001f,MyCellular,battery 5%,-83.40876,52.073986,5,51,102,0
497,0x1000000000002,TelecomWorld,device error,-83.62094,52.196342,8,53,105,0
498,0x1000000000019,MyCellular,battery 5%,-82.94012,52.353283,3,51,104,0
499,0x1000000000017,TelecomWorld,system malfunction,-83.23654,51.63604,2,54,103,0
500,0x1000000000025,MyCellular,battery 10%,-83.36333,51.760414,9,54,106,0
501,0x1000000000000,NewComm,system malfunction,-83.526566,51.60094,7,54,106,0
502,0x1000000000006,NewComm,device error,-83.560104,51.71503,2,51,102,0
503,0x100000000000d,MyCellular,battery 10%,-83.30717,51.71579,8,50,102,0
504,0x100000000000f,NewComm,battery 5%,-83.51276,51.875164,6,53,107,0
505,0x1000000000026,TelecomWorld,device error,-83.5226,51.84479,9,51,106,0
506,0x1000000000013,MyCellular,device error,-83.42016,51.748215,7,51,101,1
507,0x1000000000003,NewComm,battery 5%,-83.37152,51.727882,4,51,100,0
508,0x100000000000a,MyCellular,battery 5%,-83.50615,51.663174,3,53,101,0
509,0x1000000000014,TelecomWorld,battery 10%,-83.42843,51.70256,10,54,105,0
510,0x1000000000011,TelecomWorld,device error,-83.33607,51.596115,7,53,105,0
511,0x1000000000019,MyCellular,device error,-83.40724,51.645992,7,53,104,0
512,0x1000000000024,NewComm,device error,-83.45085,52.019825,10,52,104,0
513,0x1000000000016,MyCellular,system malfunction,-83.62475,51.76961,7,53,107,0
514,0x1000000000001,MyCellular,system malfunction,-83.40851,51.853905,4,53,107,0
515,0x1000000000022,MyCellular,device error,-83.29111,51.897747,9,52,103,0
516,0x100000000001c,MyCellular,battery 10%,-83.37096,52.113277,2,53,107,0
517,0x1000000000008,TelecomWorld,battery 5%,-83.234215,51.689793,1,51,104,0
518,0x1000000000008,TelecomWorld,device error,-83.293526,51.95381,9,55,102,0
519,0x1000000000018,NewComm,battery 10%,-83.59984,51.893555,7,52,105,1
520,0x100000000000a,MyCellular,battery 5%,-82.76009,51.709984,5,50,101,0
521,0x1000000000026,TelecomWorld,battery 10%,-83.49904,52.138454,2,54,101,0
522,0x100000000001c,MyCellular,battery 5%,-83.56218,52.071785,3,50,107,0
523,0x1000000000006,NewComm,system malfunction,-82.80606,51.997997,10,52,102,0
524,0x1000000000016,MyCellular,battery 5%,-83.58275,51.84348,8,51,103,0
525,0x100000000000c,NewComm,battery 10%,-83.50332,51.956596,8,54,106,0
526,0x1000000000027,NewComm,device error,-83.51955,51.83503,2,54,103,0
527,0x100000000001c,MyCellular,battery 5%,-83.201065,51.638382,6,52,102,1
528,0x100000000000a,MyCellular,device error,-83.3037,51.721905,3,51,101,0
529,0x100000000000f,NewComm,device error,-83.56412,51.749332,4,51,104,0
530,0x1000000000009,NewComm,device error,-83.619,52.217052,6,54,104,0
531,0x1000000000023,TelecomWorld,system malfunction,-83.17704,51.963192,4,52,101,0
532,0x100000000000c,NewComm,system malfunction,-83.41737,51.597824,5,52,105,0
533,0x100000000001e,NewComm,system malfunction,-83.60032,51.605175,3,52,102,0
534,0x1000000000017,TelecomWorld,battery 10%,-83.49499,52.300354,3,54,104,0
535,0x1000000000016,MyCellular,battery 5%,-83.62793,52.396255,4,52,102,0
536,0x100000000000f,NewComm,battery 5%,-83.6058,52.079323,3,50,101,0
537,0x1000000000000,NewComm,device error,-83.560265,51.99757,8,50,101,0
538,0x1000000000023,TelecomWorld,device error,-83.51155,52.0506,6,50,103,0
539,0x100000000001d,TelecomWorld,battery 5%,-83.51824,51.772865,4,54,100,0
540,0x100000000000e,TelecomWorld,system malfunction,-82.818985,51.700558,6,51,106,0
541,0x1000000000001,MyCellular,battery 5%,-83.565346,52.20111,4,54,105,0
542,0x1000000000001,MyCellular,battery 5%,-83.1491,51.67112,6,52,107,0
543,0x1000000000021,NewComm,battery 5%,-83.45463,52.03905,2,54,102,0
544,0x1000000000022,MyCellular,battery 10%,-83.34172,51.68895,10,54,106,1
545,0x1000000000016,MyCellular,device error,-83.499016,51.89154,4,50,105,0
546,0x100000000000f,NewComm,system malfunction,-83.24276,51.9643,4,53,106,1
547,0x1000000000027,NewComm,battery 5%,-83.22761,51.80198,3,53,102,0
548,0x1000000000004,MyCellular,battery 10%,-83.50434,52.12828,10,53,104,0
549,0x1000000000014,TelecomWorld,battery 5%,-83.34991,51.652267,5,53,103,1
550,0x1000000000026,TelecomWorld,battery 10%,-83.38399,51.987877,3,51,101,0
551,0x100000000000d,MyCellular,device error,-82.8976,51.688927,4,55,101,0
552,0x100000000000f,NewComm,device error,-83.37642,51.826805,5,53,102,1
553,0x100000000000c,NewComm,battery 5%,-82.87386,51.71829,3,55,100,0
554,0x1000000000009,NewComm,battery 10%,-82.99354,52.03205,3,51,103,0
555,0x1000000000019,MyCellular,device error,-83.62949,51.677017,4,54,105,0
556,0x1000000000024,NewComm,battery 10%,-83.40399,51.95242,3,52,106,0
557,0x1000000000007,MyCellular,battery 5%,-83.39776,51.848198,9,52,101,0
558,0x1000000000001,MyCellular,battery 5%,-83.561646,52.03911,1,55,106,0
559,0x1000000000012,NewComm,system malfunction,-83.49517,51.66144,5,52,106,0
560,0x1000000000002,TelecomWorld,battery 10%,-83.512505,52.108196,5,53,104,0
561,0x100000000001f,MyCellular,device error,-83.41899,52.286106,6,53,104,0
562,0x1000000000001,MyCellular,battery 5%,-83.61785,51.859055,2,51,100,0
563,0x1000000000007,MyCellular,device error,-83.437744,51.91305,10,54,106,0
564,0x1000000000008,TelecomWorld,system malfunction,-82.94285,51.774967,5,54,104,0
565,0x1000000000012,NewComm,device error,-83.25717,51.736805,4,51,100,0
566,0x1000000000018,NewComm,system malfunction,-83.60494,51.617565,6,53,100,0
567,0x1000000000016,MyCellular,device error,-83.09567,51.636,4,53,101,0
568,0x1000000000017,TelecomWorld,system malfunction,-83.03783,51.649403,1,50,101,0
569,0x1000000000018,NewComm,battery 10%,-83.51529,51.73898,5,53,100,0
570,0x1000000000011,TelecomWorld,system malfunction,-83.44961,51.86688,2,51,102,0
571,0x100000000001c,MyCellular,battery 5%,-83.59921,51.62226,5,53,100,0
572,0x1000000000023,TelecomWorld,battery 10%,-82.952065,51.788128,4,53,104,1
573,0x1000000000017,TelecomWorld,battery 5%,-83.29683,52.065765,6,51,102,0
574,0x100000000000e,TelecomWorld,device error,-83.58693,51.84389,1,51,100,0
575,0x1000000000003,NewComm,battery 5%,-83.347404,51.597816,7,52,102,0
576,0x100000000001b,NewComm,battery 5%,-82.83342,51.60239,2,53,103,0
577,0x1000000000010,MyCellular,battery 5%,-83.41363,51.640503,8,55,105,0
578,0x1000000000017,TelecomWorld,device error,-83.29035,52.165264,4,53,106,0
579,0x100000000001c,MyCellular,battery 10%,-83.48039,51.598213,2,54,106,1
580,0x1000000000016,MyCellular,battery 10%,-83.36699,51.7063,5,51,104,0
581,0x100000000000b,TelecomWorld,battery 5%,-83.47465,52.019653,8,54,101,0
582,0x1000000000008,TelecomWorld,device error,-83.39276,51.65332,3,50,106,0
583,0x1000000000025,MyCellular,battery 10%,-83.304634,51.60667,2,51,104,1
584,0x1000000000020,TelecomWorld,battery 5%,-82.948326,51.781967,3,53,104,0
585,0x1000000000010,MyCellular,device error,-83.33782,51.672546,2,51,100,0
586,0x1000000000027,NewComm,battery 5%,-83.23096,51.63526,1,51,103,0
587,0x1000000000019,MyCellular,battery 5%,-83.58744,51.734272,7,52,101,0
588,0x1000000000008,TelecomWorld,battery 10%,-83.24991,51.92131,10,52,106,0
589,0x1000000000001,MyCellular,device error,-83.34723,51.875305,5,55,105,0
590,0x1000000000010,MyCellular,battery 5%,-83.55756,51.67171,2,53,105,0
591,0x1000000000001,MyCellular,device error,-82.98714,51.807625,7,50,105,0
592,0x1000000000014,TelecomWorld,battery 5%,-83.604385,51.873276,3,50,101,0
593,0x1000000000024,NewComm,battery 5%,-83.52635,52.069748,9,53,105,0
594,0x1000000000023,TelecomWorld,device error,-82.73304,51.679466,3,51,102,0
595,0x100000000001e,NewComm,battery 5%,-83.50868,51.97592,7,55,105,0
596,0x100000000001e,NewComm,battery 10%,-83.564095,51.72949,6,52,104,0
597,0x100000000000b,TelecomWorld,battery 5%,-83.32022,51.80156,7,50,101,0
598,0x1000000000024,NewComm,battery 5%,-83.35692,51.60689,9,53,107,0
599,0x100000000001b,NewComm,battery 5%,-83.026146,51.74937,2,50,103,0
600,0x1000000000013,MyCellular,battery 10%,-83.06342,51.60297,1,54,106,0
601,0x1000000000026,TelecomWorld,system malfunction,-83.36446,51.806866,4,51,105,0
602,0x1000000000008,TelecomWorld,device error,-83.38512,52.22829,8,51,106,0
603,0x1000000000019,MyCellular,battery 10%,-83.31552,51.83027,9,53,100,0
604,0x1000000000015,NewComm,device error,-83.26362,52.06004,5,51,100,0
605,0x100000000000d,MyCellular,battery 5%,-82.89843,51.635075,6,53,106,0
606,0x1000000000012,NewComm,system malfunction,-83.32281,51.746567,9,53,104,0
607,0x100000000001f,MyCellular,battery 5%,-83.587875,51.82464,6,53,101,0
608,0x100000000000f,NewComm,battery 5%,-83.58434,52.21719,5,54,106,0
609,0x1000000000006,NewComm,battery 5%,-83.602936,51.788147,3,55,100,0
610,0x100000000000d,MyCellular,system malfunction,-83.3717,51.59724,3,54,105,0
611,0x100000000000e,TelecomWorld,battery 5%,-83.59253,52.205334,3,50,101,0
612,0x100000000001f,MyCellular,device error,-83.62328,51.731144,4,54,100,0
613,0x100000000001a,TelecomWorld,device error,-83.094925,51.641853,5,51,105,0
614,0x1000000000022,MyCellular,device error,-83.12522,51.85881,8,54,101,0
615,0x100000000000b,TelecomWorld,device error,-82.732956,52.435127,4,53,106,0
616,0x1000000000010,MyCellular,battery 5%,-83.42022,52.042194,3,50,106,0
617,0x1000000000011,TelecomWorld,battery 10%,-83.48337,51.604965,2,50,104,0
618,0x100000000001c,MyCellular,system malfunction,-83.39662,51.815845,9,53,103,0
619,0x1000000000023,TelecomWorld,system malfunction,-83.13886,51.798683,3,50,105,0
620,0x1000000000001,MyCellular,battery 10%,-83.62107,51.6716,6,51,105,0
621,0x1000000000003,NewComm,device error,-83.51213,51.60075,1,51,103,0
622,0x1000000000005,TelecomWorld,device error,-83.37876,52.037235,2,52,104,0
623,0x1000000000022,MyCellular,device error,-83.565216,51.775257,10,53,104,1
624,0x1000000000010,MyCellular,device error,-83.18283,51.613186,10,55,103,0
625,0x1000000000022,MyCellular,battery 5%,-83.552704,51.713898,3,53,104,0
626,0x1000000000026,TelecomWorld,battery 5%,-83.32876,52.089043,6,54,100,0
627,0x1000000000003,NewComm,device error,-83.494415,51.61888,8,53,106,0
628,0x1000000000019,MyCellular,device error,-83.39038,52.303482,5,54,102,0
629,0x1000000000015,NewComm,device error,-83.174835,51.692173,6,52,102,0
630,0x1000000000011,TelecomWorld,device error,-83.562225,51.65894,6,54,104,0
631,0x1000000000000,NewComm,battery 5%,-83.31287,51.681747,1,52,107,1
632,0x1000000000021,NewComm,device error,-83.49725,52.131092,1,54,106,1
633,0x1000000000018,NewComm,device error,-83.23439,51.700054,3,55,101,0
634,0x1000000000010,MyCellular,system malfunction,-83.35989,51.67322,2,51,103,1
635,0x100000000000c,NewComm,device error,-82.95142,51.658466,8,51,101,0
636,0x1000000000019,MyCellular,device error,-83.620384,51.598003,9,54,105,1
637,0x1000000000019,MyCellular,device error,-83.02214,51.993843,7,53,101,0
638,0x1000000000013,MyCellular,battery 10%,-83.45253,51.794212,6,52,102,0
639,0x1000000000002,TelecomWorld,battery 5%,-83.570564,51.652264,6,54,104,0
640,0x1000000000013,MyCellular,device error,-83.48911,51.8923,1,54,105,0
641,0x100000000000f,NewComm,device error,-83.08343,51.777565,6,50,102,0
642,0x1000000000003,NewComm,device error,-82.94773,51.634705,10,54,102,0
643,0x100000000000a,MyCellular,device error,-83.28259,51.648987,3,55,104,1
644,0x1000000000027,NewComm,battery 5%,-83.19798,51.9906,4,51,101,0
645,0x100000000000f,NewComm,device error,-83.627556,51.775463,7,51,106,0
646,0x100000000001b,NewComm,system malfunction,-83.599075,51.796597,4,54,105,0
647,0x100000000001a,TelecomWorld,battery 10%,-83.58529,51.61358,3,52,102,0
648,0x1000000000005,TelecomWorld,system malfunction,-82.90436,52.132397,1,51,105,0
649,0x100000000001a,TelecomWorld,system malfunction,-83.599205,51.638626,4,53,100,0
650,0x1000000000014,TelecomWorld,device error,-83.62593,51.655468,1,53,107,0
651,0x1000000000002,TelecomWorld,battery 5%,-83.560616,51.828667,5,54,106,0
652,0x1000000000018,NewComm,device error,-83.55898,51.693947,10,53,101,0
653,0x1000000000017,TelecomWorld,device error,-82.725235,51.804394,2,55,102,0
654,0x100000000000c,NewComm,battery 5%,-83.00912,51.91668,9,53,105,0
655,0x1000000000020,TelecomWorld,battery 5%,-83.285194,52.043156,2,52,105,0
656,0x1000000000006,NewComm,system malfunction,-83.20215,51.690224,3,51,104,0
657,0x100000000000a,MyCellular,battery 5%,-83.574905,51.736984,6,53,102,0
658,0x1000000000024,NewComm,battery 5%,-83.570114,51.596573,4,50,103,0
659,0x1000000000007,MyCellular,system malfunction,-83.138336,51.965633,10,52,100,0
660,0x1000000000014,TelecomWorld,battery 5%,-83.45376,51.641632,6,53,104,0
661,0x1000000000012,NewComm,system malfunction,-83.22574,51.750423,5,55,103,0
662,0x100000000001c,MyCellular,system malfunction,-83.501945,51.70111,5,51,101,0
663,0x1000000000007,MyCellular,system malfunction,-82.97422,51.63227,3,54,102,0
664,0x1000000000023,TelecomWorld,battery 5%,-83.174576,51.599506,6,55,107,1
665,0x1000000000007,MyCellular,battery 5%,-83.22265,51.97885,4,54,106,0
666,0x1000000000019,MyCellular,device error,-83.619385,52.22377,3,54,100,0
667,0x1000000000020,TelecomWorld,battery 5%,-83.0069,51.692307,1,53,104,0
668,0x1000000000024,NewComm,device error,-83.41805,52.385494,8,52,103,0
669,0x1000000000023,TelecomWorld,system malfunction,-83.06146,51.973778,4,51,107,0
670,0x1000000000020,TelecomWorld,battery 10%,-83.60322,52.16878,2,54,101,0
671,0x1000000000019,MyCellular,system malfunction,-83.51023,51.722862,6,52,103,0
672,0x100000000001d,TelecomWorld,battery 10%,-83.539,51.764412,6,51,105,0
673,0x1000000000008,TelecomWorld,system malfunction,-83.36048,51.637024,8,53,105,0
674,0x100000000000b,TelecomWorld,device error,-83.46737,51.696392,7,51,106,0
675,0x1000000000013,MyCellular,battery 10%,-83.11501,51.650368,6,51,101,0
676,0x1000000000011,TelecomWorld,system malfunction,-83.49186,51.864365,9,53,107,0
677,0x100000000000b,TelecomWorld,device error,-83.1911,52.34038,6,52,103,0
678,0x100000000001b,NewComm,battery 10%,-82.98416,51.882282,7,52,105,0
679,0x100000000001e,NewComm,battery 5%,-83.56853,51.626743,2,53,101,1
680,0x100000000000a,MyCellular,system malfunction,-83.29975,51.751003,8,54,106,0
681,0x1000000000022,MyCellular,battery 5%,-83.46695,51.914692,5,54,103,0
682,0x1000000000012,NewComm,system malfunction,-83.5887,51.60011,3,52,103,0
683,0x100000000000f,NewComm,battery 5%,-83.02056,51.758842,1,51,105,0
684,0x1000000000013,MyCellular,device error,-83.19641,51.812416,2,53,104,0
685,0x100000000000a,MyCellular,battery 5%,-83.58858,52.414974,7,52,104,0
686,0x1000000000000,NewComm,device error,-83.52899,51.82467,2,51,104,0
687,0x1000000000017,TelecomWorld,battery 10%,-83.55515,52.28734,2,53,100,0
688,0x1000000000013,MyCellular,battery 5%,-83.613785,51.98335,2,54,102,1
