:ID,primarySubstabce,name,:LABEL
7625,SCOPOLAMINE,SCOPOLAMINE /00008701/,Drug
7626,PANTOPRAZOLE,PANTOPRAZOLE TABLET,Drug
7627,CEFEPIME HYDROCHLORIDE,CEFEPIME,Drug
7628,GENTAMICIN,GENTAMICIN,Drug
7629,CASPOFUNGIN,CASPOFUNGIN,Drug
7630,CALCIUM GLUCONATE,CALCIUM GLUCONATE,Drug
7631,SULFAMETHOXAZOLE\TRIMETHOPRIM,BACTRIM,Drug
7632,SOMATROPIN,GENOTROPIN,Drug
7633,TOPIRAMATE,TOPIRAMATE,Drug
7634,DOCETAXEL,DOCETAXEL Sagent,Drug
7635,DOCETAXEL,DOCETAXEL Accord,Drug
7636,DOCETAXEL,DOCETAXEL Sanofi Aventis,Drug
7637,OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE,STIOLTO RESPIMAT,Drug
7638,OXYCODONE HYDROCHLORIDE,ROXICODONE,Drug
7639,SUMATRIPTAN SUCCINATE,IMITREX,Drug
7640,FLUOXETINE HYDROCHLORIDE,PROZAC,Drug
7641,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE,Drug
7642,CYCLOBENZAPRINE,CYCLOBENZAPRINE,Drug
7643,METHOTREXATE SODIUM,METHOTREXATE SODIUM,Drug
7644,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL,Drug
7645,OMEPRAZOLE MAGNESIUM,OMEPRAZOLE MAGNESIUM,Drug
7646,EVOLOCUMAB,evolocumab,Drug
7647,ASPIRIN,ASPIRIN [ACETYLSALICYLIC ACID],Drug
7648,RAMIPRIL,RAMIPRIL,Drug
7649,DIAZEPAM,DIAZEPAM,Drug
7650,NEBIVOLOL HYDROCHLORIDE,BYSTOLIC,Drug
7651,OLAPARIB,LYNPARZA,Drug
7652,BUSPIRONE HYDROCHLORIDE,BUSPIRONE,Drug
7653,MONTELUKAST SODIUM,MONTELUKAST,Drug
7654,ONDANSETRON,ondansetron,Drug
7655,FAMOTIDINE,PEPCID,Drug
7656,RAMELTEON,ROZEREM,Drug
7657,QUETIAPINE FUMARATE,SEROQUEL,Drug
7658,BENZONATATE,BENZONATATE,Drug
7659,DESMOPRESSIN,DESMOPRESSIN,Drug
7660,ROSUVASTATIN,ROSUVASTATIN,Drug
7661,VALSARTAN,VALSARTAN,Drug
7662,IPILIMUMAB,IPILIMUMAB,Drug
7663,ASPIRIN\CAFFEINE\SALICYLAMIDE,EXCEDRIN [ACETYLSALICYLIC ACID;CAFFEINE;SALICYLAMIDE],Drug
7664,CHROMIUM PICOLINATE,CHROMIUM PICOLINATE,Drug
7665,FERROUS GLUCONATE,FERROUS GLUCONATE,Drug
7666,DIETARY SUPPLEMENT\KRILL OIL,KRILL OIL,Drug
7667,POTASSIUM GLUCONATE,POTASSIUM GLUCONATE,Drug
7668,NICOTINE,NICOTINE POLACRILEX,Drug
7669,NINTEDANIB,NINTEDANIB,Drug
7670,DESMOPRESSIN ACETATE,DDAVP,Drug
7671,FLUOCINONIDE,FLUOCINONIDE,Drug
7672,SILVER SULFADIAZINE,SILVER SULFADIAZIN,Drug
7673,TRIAMCINOLONE,TRIAMCINOLONE,Drug
7674,CEFADROXIL,CEFADROXIL,Drug
7675,,PENLAC NAIL,Drug
7676,HYDROCORTISONE SODIUM SUCCINATE,SOLU CORTEF,Drug
7677,THIAMINE,THIAMINE,Drug
7678,LEVETIRACETAM,LEVETIRACETAM,Drug
7679,AMMONIUM LACTATE,AMMONIUM LACTATE,Drug
7680,LOPERAMIDE,LOPERAMIDE,Drug
7681,OFATUMUMAB,KESIMPTA,Drug
7682,BENDAMUSTINE,Bendamustine,Drug
7683,DARATUMUMAB,DARZALEX,Drug
7684,TRASTUZUMAB,HERCEPTIN,Drug
7685,PEGFILGRASTIM,NEULASTA,Drug
7686,ERYTHROMYCIN,ERYTHROMYCIN,Drug
7687,PEGVISOMANT,SOMAVERT,Drug
7688,ENZALUTAMIDE,Enzalutamide,Drug
7689,LEUPROLIDE ACETATE,ELIGARD,Drug
7690,PRIMIDONE,PRIMIDONE,Drug
7691,CINNAMON,CINNAMON,Drug
7692,PRAMIPEXOLE,PRAMIPEXOLE,Drug
7693,CYANOCOBALAMIN\FOLIC ACID,Vitamin B12 + Folic Acid,Drug
7694,WARFARIN,Warfarin,Drug
7695,LEUPROLIDE ACETATE,LUPRON DEPOT,Drug
7696,CYANOCOBALAMIN,VITAMIN B12,Drug
7697,CETIRIZINE HYDROCHLORIDE,CETIRIZINE HCL,Drug
7698,DOCETAXEL,Docetaxel Accord,Drug
7699,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE/CYCLOPHOSPHAMIDE MONOHYDRATE,Drug
7700,PALONOSETRON HYDROCHLORIDE,PALONOSETRON,Drug
7701,SODIUM CHLORIDE,SODIUM CHLORIDE,Drug
7702,CARBOPLATIN,PARAPLATIN,Drug
7703,TRASTUZUMAB,TRASTUZUMAB,Drug
7704,PALONOSETRON HYDROCHLORIDE,PALONOSETRON/PALONOSETRON HYDROCHLORIDE,Drug
7705,PEGFILGRASTIM,PEGFILGRASTIM,Drug
7706,ATROPINE SULFATE\DIPHENOXYLATE HYDROCHLORIDE,ATROPINE SULFATE/DIPHENOXYLATE HYDROCHLORIDE,Drug
7707,ANASTROZOLE,ARIMIDEX,Drug
7708,PRASTERONE,DHEA,Drug
7709,MELATONIN,MELATONIN,Drug
7710,PHYTONADIONE,PHYTOMENADIONE,Drug
7711,CYCLOBENZAPRINE HYDROCHLORIDE,FLEXERIL,Drug
7712,MORPHINE SULFATE,MSir,Drug
7713,PALONOSETRON HYDROCHLORIDE,ALOXI,Drug
7714,BUPROPION,BUPROPION,Drug
7715,CLOFAZIMINE,LAMPRENE,Drug
7716,AZITHROMYCIN ANHYDROUS,AZITHROMYCIN ANHYDROUS,Drug
7717,RIFABUTIN,RIFABUTIN,Drug
7718,LANADELUMAB,Lanadelumab,Drug
7719,HUMAN C1-ESTERASE INHIBITOR,CINRYZE,Drug
7720,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HCL,Drug
7721,FINASTERIDE,FINASTERIDE,Drug
7722,ASPIRIN,ASPIRIN /00002701/,Drug
7723,CITALOPRAM HYDROBROMIDE,CELEXA,Drug
7724,DOCUSATE SODIUM,COLACE,Drug
7725,PSYLLIUM HUSK,METAMUCIL /00091301/,Drug
7726,LIDOCAINE HYDROCHLORIDE,LIDOCAINE VISCOUS,Drug
7727,DONEPEZIL,DONEPEZIL,Drug
7728,AMITRIPTYLINE,Amitriptyline,Drug
7729,DIETARY SUPPLEMENT\UBIDECARENONE,COENZYME Q10,Drug
7730,PROBIOTICS NOS,PROBIOTICS,Drug
7731,METHYLPREDNISOLONE,METHYLPREDISOLONE,Drug
7732,IRON,IRON,Drug
7733,ALECTINIB HYDROCHLORIDE,ALECENSA,Drug
7734,DOCETAXEL,DOCETAXEL,Drug
7735,DOCETAXEL,DOCETAXEL SANOFI AVENTIS,Drug
7736,DOCETAXEL,DOCETAXEL ACCORD,Drug
7737,DOCETAXEL,DOCETAXEL SANDOZ,Drug
7738,DOCETAXEL ANHYDROUS,DOCEFREZ,Drug
7739,ESTRADIOL,EVAMIST,Drug
7740,METHYLPHENIDATE HYDROCHLORIDE,QUILLICHEW ER,Drug
7741,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Drug
7742,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE,Drug
7743,ATROPINE SULFATE\DIPHENOXYLATE HYDROCHLORIDE,LOMOTIL,Drug
7744,SAXAGLIPTIN HYDROCHLORIDE,ONGLYZA,Drug
7745,TERAZOSIN HYDROCHLORIDE,TERAZOSIN,Drug
7746,LANREOTIDE ACETATE,SOMATULINE,Drug
7747,ACETAMINOPHEN,ACETAMINOPHENE,Drug
7748,KETOROLAC TROMETHAMINE,KETOROLAC,Drug
7749,PIROXICAM,PIROXICAM,Drug
7750,LEVOFLOXACIN,LEVOFLOXACIN,Drug
7751,PENICILLIN V POTASSIUM,PENICILLIN VK,Drug
7752,NIACIN,NIASPAN ER,Drug
7753,CARBAMIDE PEROXIDE,DEBROX,Drug
7754,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE,Drug
7755,CLINDAMYCIN,CLINDAMYCIN,Drug
7756,CEPHALEXIN,CEPHALEXIN,Drug
7757,ONDANSETRON,ONDANSETRON ODT,Drug
7758,ASPIRIN,ASPIRIN EC,Drug
7759,TRAMETINIB DIMETHYL SULFOXIDE,MEKINIST,Drug
7760,DURVALUMAB,MEDI4736,Drug
7761,ASPIRIN,ASPIR LOW,Drug
7762,METOPROLOL SUCCINATE,TOPROL XL,Drug
7763,PROCHLORPERAZINE MALEATE,COMPAZINE,Drug
7764,DESVENLAFAXINE SUCCINATE,DESVENLAFAXINE SUCCINATE MONOHYDRATE,Drug
7765,SIMVASTATIN,ZOCOR,Drug
7766,GLATIRAMER ACETATE,GLATOPA,Drug
7767,GLATIRAMER ACETATE,Glatiramer Acetate Injection,Drug
7768,,ZINCATE,Drug
7769,"CITRIC ACID, 1-STEARYL ESTER\SODIUM CITRATE",Bicitra,Drug
7770,CYANOCOBALAMIN,CYANOCOBALAMIN,Drug
7771,POTASSIUM CHLORIDE,KCL,Drug
7772,CHOLECALCIFEROL,Cholecalciferol,Drug
7773,ESCITALOPRAM OXALATE,LEXAPRO,Drug
7774,DOCUSATE SODIUM\SENNOSIDES,SENOKOT S,Drug
7775,TRAVOPROST,TRAVATAN Z,Drug
7776,BRIMONIDINE TARTRATE,ALPHAGAN P,Drug
7777,FLUCONAZOLE,FLUCONAZOLE,Drug
7778,ONDANSETRON HYDROCHLORIDE,ONDANSETRON [ONDANSETRON HYDROCHLORIDE],Drug
7779,DAUNORUBICIN HYDROCHLORIDE,DAUNORUBICIN [DAUNORUBICIN HYDROCHLORIDE],Drug
7780,FENTANYL,FENTANYL,Drug
7781,VINCRISTINE,VINCRISTINE,Drug
7782,RIVAROXABAN,XARELTO,Drug
7783,TENOFOVIR DISOPROXIL FUMARATE,VIREAD,Drug
7784,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR,Drug
7785,ZOLPIDEM TARTRATE,ZOLPIDEM,Drug
7786,ENTECAVIR,ENTECAVIR,Drug
7787,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HCL,Drug
7788,LEUCOVORIN,LEUCOVORIN,Drug
7789,THIOGUANINE,THIOGUANINE,Drug
7790,HUMAN IMMUNOGLOBULIN G,CUVITRU,Drug
7791,PREDNISONE,DELTASONE,Drug
7792,DULOXETINE HYDROCHLORIDE,Duloxetine hcl,Drug
7793,HYDROXYCHLOROQUINE,Hydroxychloroquine,Drug
7794,LACTULOSE,LACTULOSE,Drug
7795,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,Drug
7796,VITAMINS,Multivitamin,Drug
7797,FISH OIL\OMEGA-3 FATTY ACIDS,Omega 3 fish oil,Drug
7798,CYANOCOBALAMIN\DEXPANTHENOL\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5'-PHOSPHATE SODIUM\THIAMINE HYDROCHLORIDE\VITAMIN B COMPLEX,VITAMIN B COMPLEX,Drug
7799,MAGNESIUM SULFATE,Magnesium sulphate,Drug
7800,CALCIUM,Calcium,Drug
7801,IBUPROFEN,ADVIL,Drug
7802,BIOTIN,Biotin,Drug
7803,DOCUSATE SODIUM\SENNOSIDES\SENNOSIDES A AND B,SENNA PLUS,Drug
7804,AZITHROMYCIN DIHYDRATE,ZITHROMAX,Drug
7805,CLARITHROMYCIN,CLARITHROMYCIN,Drug
7806,RISPERIDONE,RISPERDAL,Drug
7807,PF-06928316 (847B DS),PF 06928316; PLACEBO,Drug
7808,BLINATUMOMAB,BLINATUMOMAB,Drug
7809,CALCIUM CHLORIDE,CALCIUM CHLORIDE,Drug
7810,MEROPENEM,MERREM,Drug
7811,PHYTONADIONE,PHYTONADIONE,Drug
7812,POTASSIUM PHOSPHATE,POTASSIUM PHOSPHATE,Drug
7813,VORICONAZOLE,VFEND,Drug
7814,PENTAMIDINE,PENTAMIDINE,Drug
7815,ASCORBIC ACID,ASCORBIC ACID,Drug
7816,MEGESTROL,MEGESTROL,Drug
7817,RANIBIZUMAB,LUCENTIS,Drug
7818,BEVACIZUMAB,AVASTIN,Drug
7819,HYDROCODONE,HYDROCODONE,Drug
7820,CEPHALEXIN,CEPHALEXIN [CEFALEXIN],Drug
7821,RABEPRAZOLE SODIUM,ACIPHEX,Drug
7822,TEMAZEPAM,TEMAZEPAM,Drug
7823,ACETAMINOPHEN\HYDROCODONE BITARTRATE,LORTAB,Drug
7824,MIRTAZAPINE,REMERON,Drug
7825,CEFTRIAXONE SODIUM,ROCEPHIN,Drug
7826,ENOXAPARIN,ENOXAPARIN,Drug
7827,VARENICLINE TARTRATE,CHANTIX,Drug
7828,ALBUTEROL\IPRATROPIUM,Albuterol ipratropium,Drug
7829,APIXABAN,Apixaban,Drug
7830,,Bifidobacterium lactobacillus fructooligosaccharides,Drug
7831,POLYETHYLENE GLYCOLS,Polyethylene glycol,Drug
7832,HUMAN IMMUNOGLOBULIN G,GAMMAGARD S/D,Drug
7833,,Magnesium oxide amino acids,Drug
7834,HUMAN IMMUNOGLOBULIN G,IVIG,Drug
7835,METAXALONE,METAXALONE,Drug
7836,LISDEXAMFETAMINE DIMESYLATE,VYVANSE,Drug
7837,NIACIN,NICOTINIC ACID,Drug
7838,THIOGUANINE,Thioguanine,Drug
7839,CARBAMAZEPINE,CARBAMAZEPINE,Drug
7840,DIVALPROEX SODIUM,DIVALPROEX,Drug
7841,ESCITALOPRAM OXALATE,ESCITALOPRAM,Drug
7842,MIRTAZAPINE,MIRTAZAPINE,Drug
7843,QUETIAPINE,QUETIAPINE,Drug
7844,SOLIFENACIN,SOLIFENACIN,Drug
7845,ACEBUTOLOL,ACEBUTOLOL,Drug
7846,DOCUSATE\SENNOSIDES,DOCUSATE;SENNA,Drug
7847,ALBUTEROL\IPRATROPIUM,IPRATROPIUM/ALBUTEROL,Drug
7848,ACEBUTOLOL HYDROCHLORIDE,SECTRAL,Drug
7849,AMOXICILLIN\CLAVULANATE POTASSIUM,AUGMENTIN,Drug
7850,BRIGATINIB,Brigatinib,Drug
7851,TESTOSTERONE,"Testosterone Topical Solution, 30 mg/15 mL Actuation, CIII",Drug
7852,DROSPIRENONE\ETHINYL ESTRADIOL,SYEDA,Drug
7853,DUPILUMAB,DUPILUMAB,Drug
7854,MUPIROCIN,MUPIROCIN,Drug
7855,ENOXAPARIN,Enoxaparin,Drug
7856,MORPHINE,Morphine,Drug
7857,OXYCODONE,Oxycodone,Drug
7858,UMECLIDINIUM BROMIDE\VILANTEROL TRIFENATATE,ANORO ELLIPTA,Drug
7859,EPLERENONE,INSPRA,Drug
7860,LENVATINIB,LENVATINIB,Drug
7861,PEMBROLIZUMAB,PEMBROLIZUMAB,Drug
7862,DUPILUMAB,DUPIXENT,Drug
7863,ESTRADIOL,ESTRADIOL TRANSDERMAL SYSTEM,Drug
7864,PROGESTERONE,PROGESTERONE,Drug
7865,ASPIRIN,ASPIR 81,Drug
7866,NITROGLYCERIN,NITROSTAT,Drug
7867,INSULIN DETEMIR,LEVEMIR,Drug
7868,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,Drug
7869,VITAMIN D NOS,VIT D,Drug
7870,SULFASALAZINE,AZULFIDINE,Drug
7871,CELECOXIB,CELEXA [CELECOXIB],Drug
7872,OMEPRAZOLE,PROTONIX [OMEPRAZOLE],Drug
7873,CARISOPRODOL,SOMA,Drug
7874,"(1-743)-(1638-2332)-BLOOD-COAGULATION FACTOR VIII (SYNTHETIC HUMAN) FUSION PROTEIN WITH IMMUNOGLOBULIN G1 (SYNTHETIC HUMAN FC DOMAIN FRAGMENT), (1444-6'),(1447-9')-BIS(DISULFIDE) WITH IMMUNOGLOBULIN G1 (SYNTHETIC HUMAN FC DOMAIN FRAGMENT)",ELOCTATE,Drug
7875,"THYROID, PORCINE",ARMOUR THYROID,Drug
7876,DARATUMUMAB,DARATUMUMAB,Drug
7877,IXAZOMIB,IXAZOMIB,Drug
7878,DEXAMETHASONE,DEXAMATHASONE,Drug
7879,MEMANTINE,MEMANTINE,Drug
7880,PIOGLITAZONE,PIOGLITAZONE,Drug
7881,ASPIRIN,ASPRIN,Drug
7882,ICATIBANT ACETATE,FIRAZYR,Drug
7883,FLUDARABINE PHOSPHATE,FLUDARABINE,Drug
7884,PENTOSAN POLYSULFATE SODIUM,ELMIRON,Drug
7885,OXCARBAZEPINE,OXCARBAZEPINE,Drug
7886,LISINOPRIL,PRINIVIL,Drug
7887,INFLUENZA VIRUS VACCINE,INFLUENZA VACCINE LIVE,Drug
7888,ACYCLOVIR,ACYCLOVIR [ACICLOVIR SODIUM],Drug
7889,LOPERAMIDE HYDROCHLORIDE,LOPERAMIDE HYDROCHLORIDE,Drug
7890,METHOCARBAMOL,ROBAXIN,Drug
7891,DIAZEPAM,VALIUM,Drug
7892,DOXORUBICIN,Doxorubicin,Drug
7893,ALPELISIB,PIQRAY,Drug
7894,EXEMESTANE,EXEMESTANE,Drug
7895,ASPIRIN,ACETYLSALICYLIC ACID,Drug
7896,TAFAMIDIS MEGLUMINE,TAFAMIDIS,Drug
7897,LEVODOPA,INBRIJA,Drug
7898,TREPROSTINIL,ORENITRAM,Drug
7899,NIVOLUMAB,OPDIVO,Drug
7900,NABUMETONE,NABUMETONE,Drug
7901,CANAKINUMAB,ILARIS,Drug
7902,CYCLOSPORINE,CICLOSPORIN,Drug
7903,INDOMETHACIN,INDOMETHACIN,Drug
7904,ANAKINRA,KINERET,Drug
7905,TOCILIZUMAB,ACTEMRA,Drug
7906,VITAMINS,MULTI VITAMIN,Drug
7907,CHOLECALCIFEROL,MAXIMUM D3,Drug
7908,DICLOFENAC SODIUM,VOLTAREN,Drug
7909,AMITRIPTYLINE HYDROCHLORIDE,ELAVIL,Drug
7910,OMEGA-3-ACID ETHYL ESTERS,LOVAZA,Drug
7911,TRAMADOL HYDROCHLORIDE,ULTRAM,Drug
7912,ONASEMNOGENE ABEPARVOVEC-XIOI,ZOLGENSMA,Drug
7913,PEGVORHYALURONIDASE ALFA,PEGPH20,Drug
7914,TOLTERODINE TARTRATE,DETROL LA,Drug
7915,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,Drug
7916,POTASSIUM CHLORIDE,KLOR CON M20,Drug
7917,DICLOFENAC SODIUM,DICLOFENAC SODIUM,Drug
7918,CERTOLIZUMAB PEGOL,CIMZIA,Drug
7919,PIRFENIDONE,PIRFENIDONE,Drug
7920,LENALIDOMIDE,LENALIDOMIDE,Drug
7921,CHOLECALCIFEROL,VITAMIN D [COLECALCIFEROL],Drug
7922,POMALIDOMIDE,POMALIDOMIDE,Drug
7923,GLIPIZIDE,GLUCOTROL,Drug
7924,INSULIN ASPART,NOVOLOG,Drug
7925,LISINOPRIL,ZESTRIL,Drug
7926,MECLIZINE HYDROCHLORIDE,ANTIVERT,Drug
7927,METFORMIN HYDROCHLORIDE,GLUCOPHAGE,Drug
7928,DULOXETINE,DULOXETINE DR,Drug
7929,MECLIZINE HYDROCHLORIDE,MECLIZINE,Drug
7930,VALSARTAN,VALSARTAN ACTAVIS,Drug
7931,VALSARTAN,VALSARTAN SOLCO,Drug
7932,FERROUS GLUCONATE,Ferrous gluconate,Drug
7933,METFORMIN HYDROCHLORIDE,Metformin HCL,Drug
7934,ENOXAPARIN SODIUM,LOVENOX,Drug
7935,APREPITANT,EMEND,Drug
7936,HYDROCORTISONE ACETATE\PRAMOXINE HYDROCHLORIDE,ANALPRAM HC,Drug
7937,CLARITHROMYCIN,MACROBID,Drug
7938,TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE,Drug
7939,ADO-TRASTUZUMAB EMTANSINE,Trastuzumab Emtansine,Drug
7940,RITUXIMAB,RITUXIMAB,Drug
7941,PEGFILGRASTIM,Pegfilgrastim,Drug
7942,,FLORASTOR [SACCHAROMYCES BOULARDII],Drug
7943,PLANTAGO SEED,PSYLLIUM,Drug
7944,AMBRISENTAN,AMBRISENTAN,Drug
7945,NUSINERSEN,SPINRAZA,Drug
7946,,NexlUM,Drug
7947,VANCOMYCIN HYDROCHLORIDE,VANCOCIN,Drug
7948,PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,ZOSYN,Drug
7949,CEFEPIME HYDROCHLORIDE,MAXIPIME,Drug
7950,DAUNORUBICIN,DAUNORUBICIN,Drug
7951,TALAZOPARIB,TALAZOPARIB,Drug
7952,METHIMAZOLE,METHIMAZOLE,Drug
7953,TOLTERODINE,TOLTERODINE,Drug
7954,AUTOGENE CEVUMERAN,AUTOGENE CEVUMERAN,Drug
7955,CLONAZEPAM,KLONOPIN,Drug
7956,MEPERIDINE HYDROCHLORIDE,DEMEROL,Drug
7957,ACETAMINOPHEN\CODEINE PHOSPHATE,TYLENOL WITH CODEINE,Drug
7958,CANNABIS SATIVA SUBSP INDICA TOP,MARIJUANA,Drug
7959,SODIUM CHLORIDE,NORMAL SALINE,Drug
7960,ACETAMINOPHEN\CODEINE PHOSPHATE,ACETAMINOPHEN;CODEINE,Drug
7961,PARATHYROID HORMONE,Parathyroid Hormone,Drug
7962,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE,Drug
7963,HYDROCHLOROTHIAZIDE,HYDRODIURIL,Drug
7964,FOSINOPRIL SODIUM,MONOPRIL,Drug
7965,USTEKINUMAB,STELARA,Drug
7966,FEBUXOSTAT,ULORIC,Drug
7967,NALTREXONE,NALTREXONE,Drug
7968,ASPIRIN,ASPIRIN 81,Drug
7969,NITROGLYCERIN,NITROGLYCERIN,Drug
7970,OMEGA-3 FATTY ACIDS,OMEGA 3 FATTY ACIDS,Drug
7971,ALBUTEROL,PROVENTIL,Drug
7972,ALBUTEROL SULFATE,VENTOLIN,Drug
7973,ALLOPURINOL,ZYLOPRIM,Drug
7974,FENTANYL CITRATE,SUBLIMAZE,Drug
7975,DOXORUBICIN HYDROCHLORIDE,ADRIAMYCIN,Drug
7976,BRENTUXIMAB VEDOTIN,Brentuximab Vedotin Recombinant,Drug
7977,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,Drug
7978,OXALIPLATIN,OXALIPLATIN,Drug
7979,HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Human Immunoglobulin; Hyaluronidase,Drug
7980,CALCIUM CARBONATE\CHOLECALCIFEROL,CALTRATE WITH VITAMIN D,Drug
7981,,CENTRUM SILVER [ASCORBIC ACID;BETACAROTENE;BIOTIN;CALCIUM;CHROMIUM;COL,Drug
7982,HUMAN IMMUNOGLOBULIN G,HUMAN NORMAL IMMUNOGLOBULIN; LIQUID,Drug
7983,ISCALIMAB,CFZ533,Drug
7984,OMALIZUMAB,XOLAIR,Drug
7985,CETIRIZINE HYDROCHLORIDE,CETRIZINE,Drug
7986,FEXOFENADINE HYDROCHLORIDE,FEXOFENADINE,Drug
7987,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE,Drug
7988,CALCIUM CITRATE,CALCIUM CITRATE,Drug
7989,OMEGA-3-ACID ETHYL ESTERS,OMEGA 3 ACID ETHYL ESTERS,Drug
7990,VILAZODONE,VILAZODONE,Drug
7991,IFOSFAMIDE,IFOSFAMIDE,Drug
7992,SELINEXOR,XPOVIO,Drug
7993,VENETOCLAX,VENETOCLAX,Drug
7994,IBRUTINIB,IBRUTINIB,Drug
7995,OBINUTUZUMAB,OBINUTUZUMAB,Drug
7996,HUMAN IMMUNOGLOBULIN G,GAMMAGARD LIQUID,Drug
7997,PEGVALIASE-PQPZ,PALYNZIQ,Drug
7998,,ZYRTEC SUMITOMO,Drug
7999,OFLOXACIN,OFLOXACIN,Drug
8000,HYDROMORPHONE,Hydromorphone,Drug
8001,ZOLEDRONIC ACID,Zoledronic acid,Drug
8002,ASPIRIN,Aspirin (ec),Drug
8003,METHYLNALTREXONE BROMIDE,RELISTOR,Drug
8004,ESKETAMINE,SPRAVATO,Drug
8005,RELATLIMAB,RELATLIMAB,Drug
8006,VITAMINS,MULTIVITAMIN [ASCORBIC ACID;BIOTIN;CALCIUM PANTOTHENATE;CYANOCOBALAMIN,Drug
8007,CALCIUM\MAGNESIUM,CALCIUM + MAGNESIUM,Drug
8008,TRIAMCINOLONE ACETONIDE,NASACORT,Drug
8009,,STRESS VITAMIN B COMPLEX WITH C,Drug
8010,SODIUM CHLORIDE,SALINE [SODIUM CHLORIDE],Drug
8011,GLASDEGIB,GLASDEGIB,Drug
8012,TILDRAKIZUMAB,Tildrakizumab,Drug
8013,POSACONAZOLE,NOXAFIL,Drug
8014,IBRUTINIB,IMBRUVICA,Drug
8015,DEXLANSOPRAZOLE,DEXLANSOPRAZOLE,Drug
8016,,FINASTERIN,Drug
8017,OXYCODONE,OXYCODON,Drug
8018,VITAMIN D NOS,VITAMIN D NOS,Drug
8019,MAGNESIUM,MAGNESIUM,Drug
8020,AZTREONAM,AZTREONAM,Drug
8021,SULFAMETHOXAZOLE\TRIMETHOPRIM,SULFAMETHOXAZOLE AND TRIMETHOPRIM,Drug
8022,KETAMINE,KETAMINE,Drug
8023,,ACETAMINOPHEN DIPHENHYDRAMINE,Drug
8024,GUAIFENESIN,GUAIFENESIN,Drug
8025,MAGNESIUM SULFATE,MAGNESIUM SULFATE,Drug
8026,TUBERCULIN PURIFIED PROTEIN DERIVATIVE,TUBERCULIN NOS,Drug
8027,FEDRATINIB,Fedratinib,Drug
8028,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,Drug
8029,GADOBENATE DIMEGLUMINE,GADOBENATE DIMEGLUMINE,Drug
8030,"PNEUMOCOCCAL VACCINE, POLYVALENT 23",PNEUMOVAX 23,Drug
8031,SODIUM CHLORIDE,SODIUM CHLORIDE 09%,Drug
8032,TORSEMIDE,TORSEMIDE,Drug
8033,FLUTICASONE PROPIONATE\SALMETEROL XINAFOATE,ADVAIR HFA,Drug
8034,AMANTADINE,GOCOVRI,Drug
8035,THIAMINE HYDROCHLORIDE,VITAMIN B 1,Drug
8036,RASAGILINE MESYLATE,AZILECT,Drug
8037,ANASTROZOLE,ANASTROZOLE,Drug
8038,METOCLOPRAMIDE,METOCLOPRAMIDE,Drug
8039,ROMIDEPSIN,ROMIDEPSIN,Drug
8040,INTERFERON BETA-1A,AVONEX,Drug
8041,AMANTADINE HYDROCHLORIDE,amantadine hcl,Drug
8042,DECITABINE,DECITABINE,Drug
8043,NORETHINDRONE,Norethisterone,Drug
8044,LEUPROLIDE ACETATE,Leuprorelin,Drug
8045,GRANISETRON,Granisetron,Drug
8046,OLANZAPINE,OLANZAPINE,Drug
8047,CYCLOPHOSPHAMIDE,"CYCLOPHOSPHAMIDE FOR INJECTION, USP",Drug
8048,VINCRISTINE,vincristine,Drug
8049,ASPARAGINASE,asparaginase,Drug
8050,THIOGUANINE,thioguanine,Drug
8051,NITROGLYCERIN,Nitroglycerine,Drug
8052,ZINC ACETATE,ZINC ACETATE,Drug
8053,ROGARATINIB,ROGARATINIB,Drug
8054,HUMAN IMMUNOGLOBULIN G,HUMAN NORMAL IMMUNOGLOBULIN,Drug
8055,VENLAFAXINE HYDROCHLORIDE,EFFEXOR XR,Drug
8056,GARLIC,GARLIC,Drug
8057,ASPARAGINASE,ASPARAGINASE,Drug
8058,ALPHA1-PROTEINASE INHIBITOR HUMAN,ALFA 1 ANTITRYPSIN,Drug
8059,DIPHENHYDRAMINE HYDROCHLORIDE,EQUATE ALLERGY RELIEF (DIPHENHYDRAMINE HYDROCHLORIDE),Drug
